txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,customer_id,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income
17.0,210.54,17.0,210.54,0.0,0.0,4472,509,30,75000,0,1,0,0,6,4,2,5,6,5,3,6.666666666666667,5.666666666666667,4.166666666666667,0.0,0.27,3,1,2,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.62,3.0,0.0,0.29,0.41,0.0
4.0,18.46,4.0,18.46,0.0,0.0,4473,274,19,71000,0,0,1,0,5,1,0,5,5,4,1,8.0,6.6,5.0,0.0,0.0,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.03,0.07,0.0
9.0,210.74,6.0,149.26,3.0,61.48,4474,1644,50,88000,0,0,1,0,5,3,2,3,5,5,3,2.0,4.4,2.0,2.0,0.346,2,0,2,2.0,0.0,0.5,2.0,0.0,0.0,1.73,0.0,0.0,4.67,2.33,0.3,0.13,0.0
5.0,137.11,4.0,112.46,1.0,24.65,4475,824,58,109000,0,1,0,0,3,2,1,3,3,3,1,6.666666666666667,5.333333333333333,4.0,3.3333333333333335,0.3333333333333333,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.19,0.17,0.0
19.0,73.49,17.0,62.5,2.0,10.99,4476,1766,59,68000,0,0,1,0,4,3,3,4,4,4,2,5.0,7.0,1.0,1.0,0.625,0,1,1,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.81,0.44,1.33,3.33,0.1,0.04,0.0
13.0,153.89,13.0,153.89,0.0,0.0,4477,483,28,55000,0,1,0,0,6,3,2,6,6,6,3,6.666666666666667,6.333333333333333,4.0,2.5,0.3,3,2,1,2.0,1.0,0.0,2.0,0.0,0.0,1.8,0.0,0.0,2.0,0.0,0.22,0.32,0.0
8.0,132.52,6.0,99.53,2.0,32.99,4478,174,36,67000,0,0,1,0,6,5,4,5,6,6,5,6.666666666666667,5.833333333333333,5.333333333333333,2.8333333333333335,0.4916666666666667,3,1,1,2.0,1.0,1.0,1.5,1.0,1.0,0.925,0.98,0.92,4.33,2.33,0.19,0.76,0.0
6.0,9.99,6.0,9.99,0.0,0.0,4479,125,78,44000,0,0,1,0,5,4,0,4,5,5,4,8.0,6.8,4.8,0.0,0.0,2,2,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,0.08,0.0
12.0,37.45,12.0,37.45,0.0,0.0,4480,623,87,97000,1,0,0,0,6,6,2,5,6,5,2,8.333333333333334,6.5,3.1666666666666665,0.3333333333333333,0.26333333333333336,2,2,1,2.0,2.0,1.0,0.0,0.5,1.0,0.0,0.375,0.83,2.0,0.0,0.05,0.06,0.0
7.0,24.7,7.0,24.7,0.0,0.0,4481,32,52,65000,0,1,0,0,5,4,2,4,5,4,4,8.0,6.6,3.4,1.0,0.27999999999999997,1,2,1,1.0,1.0,1.0,0.5,0.0,1.0,0.325,0.0,0.75,1.33,0.0,0.03,0.77,0.0
6.0,13.0,5.0,8.2,1.0,4.8,4482,241,92,48000,0,0,1,0,5,5,0,4,5,5,5,8.4,5.8,7.6,0.0,0.0,3,1,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.02,0.05,0.0
5.0,6.87,5.0,6.87,0.0,0.0,4483,36,55,33000,1,0,0,0,5,5,0,5,5,5,3,7.4,8.2,3.4,0.0,0.0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.01,0.19,0.0
7.0,13.16,4.0,5.95,3.0,7.21,4484,1327,60,49000,1,0,0,0,4,4,0,4,4,3,3,11.25,8.75,3.5,0.0,0.0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.33,0.02,0.01,0.0
4.0,5.34,2.0,3.83,2.0,1.51,4485,105,42,38000,0,0,1,0,2,2,0,2,2,2,2,7.5,5.0,7.5,0.0,0.0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,3.67,0.01,0.05,0.0
7.0,105.46,7.0,105.46,0.0,0.0,4486,412,93,70000,0,1,0,0,5,5,5,3,5,5,5,7.0,6.0,5.4,5.4,0.72,3,1,1,3.0,1.0,1.0,3.0,1.0,1.0,2.29,0.98,0.33,2.0,0.0,0.15,0.26,0.0
1.0,41.09,1.0,41.09,0.0,0.0,4487,204,45,85000,0,0,1,0,4,3,1,3,4,4,2,6.25,5.5,4.25,0.5,0.205,2,1,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,4.33,0.0,0.06,0.2,0.0
13.0,46.96,11.0,39.97,2.0,6.99,4488,898,60,34000,0,0,1,0,4,2,1,4,4,3,2,9.25,7.25,4.5,0.75,0.24,2,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.0,2.0,1.67,0.07,0.05,0.0
16.0,51.47,16.0,51.47,0.0,0.0,4489,1606,58,40000,0,0,1,0,6,2,1,5,6,4,2,10.833333333333334,8.0,4.5,0.3333333333333333,0.15,2,2,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,1.33,0.0,0.07,0.03,0.0
10.0,31.32,10.0,31.32,0.0,0.0,4490,260,69,48000,0,1,0,0,5,3,2,5,5,5,2,7.4,7.0,1.8,0.4,0.258,0,3,1,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.35,0.94,1.33,0.0,0.04,0.12,0.0
6.0,182.29,5.0,150.16,1.0,32.13,4491,844,59,97000,0,1,0,0,3,2,2,3,3,3,0,6.666666666666667,7.0,4.0,3.3333333333333335,0.62,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.93,0.0,0.0,4.33,5.0,0.26,0.22,0.0
6.0,160.88,5.0,142.88,1.0,18.0,4492,197,49,89000,0,1,0,0,5,3,1,3,5,5,4,8.4,7.6,6.0,0.6,0.078,2,2,0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,0.39,0.0,4.33,2.0,0.23,0.82,0.0
8.0,19.35,8.0,19.35,0.0,0.0,4493,12,48,66000,1,0,0,0,5,4,1,5,5,4,2,11.0,6.8,4.8,1.0,0.1,2,2,0,2.0,1.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.67,0.0,0.03,1.61,0.0
8.0,153.91,6.0,119.35,2.0,34.56,4494,261,67,77000,0,1,0,0,5,4,1,2,5,5,5,6.0,6.6,2.8,0.4,0.16999999999999998,1,1,1,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.425,0.0,4.0,2.33,0.22,0.59,0.0
10.0,146.11,8.0,105.88,2.0,40.23,4495,1244,84,66000,0,0,1,0,4,4,2,2,4,4,2,10.0,7.0,6.0,5.0,0.27749999999999997,1,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.5549999999999999,0.0,0.0,4.0,4.0,0.2,0.12,0.0
13.0,76.32,12.0,74.12,1.0,2.2,4496,262,44,49000,1,0,0,0,6,5,2,5,6,5,5,7.833333333333333,6.666666666666667,3.3333333333333335,0.3333333333333333,0.325,1,3,1,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.95,1.0,1.67,1.33,0.11,0.29,0.0
9.0,22.07,9.0,22.07,0.0,0.0,4497,306,39,50000,0,1,0,0,5,4,1,4,5,5,4,8.0,6.8,4.8,0.4,0.124,2,2,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,2.67,0.0,0.03,0.07,0.0
12.0,144.31,10.0,114.76,2.0,29.55,4498,766,56,52000,0,1,0,0,5,5,5,5,5,5,3,5.8,6.0,2.6,2.6,0.658,1,2,1,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.1099999999999999,0.75,1.67,4.33,0.2,0.19,0.0
13.0,199.12,11.0,171.58,2.0,27.54,4499,1033,87,62000,0,1,0,0,5,3,2,5,5,5,3,4.4,5.0,3.6,3.0,0.4,2,1,1,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.67,0.28,0.19,0.0
12.0,294.62,11.0,264.17,1.0,30.45,4500,262,57,98000,0,0,0,1,4,4,3,4,4,2,2,13.0,8.0,4.5,3.25,0.6375,1,2,0,1.0,2.0,0.0,1.0,1.5,0.0,0.9,1.2,0.0,4.33,3.67,0.41,1.12,0.0
10.0,142.42,9.0,134.56,1.0,7.86,4501,558,52,46000,0,1,0,0,3,3,3,3,3,3,1,4.0,6.0,2.6666666666666665,2.6666666666666665,0.9566666666666667,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.94,3.67,3.33,0.2,0.26,0.0
14.0,47.49,9.0,34.01,5.0,13.48,4502,243,50,56000,0,0,1,0,3,3,3,2,3,3,1,5.0,5.666666666666667,2.3333333333333335,2.3333333333333335,0.7833333333333333,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.64,0.75,3.33,2.33,0.07,0.2,0.0
5.0,76.05,3.0,45.84,2.0,30.21,4503,677,68,61000,0,1,0,0,1,1,1,1,1,1,1,7.0,7.0,3.0,3.0,0.96,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.0,4.33,2.33,0.11,0.11,0.0
11.0,28.48,11.0,28.48,0.0,0.0,4504,1083,94,50000,0,0,1,0,5,2,1,5,5,4,2,9.0,7.2,2.8,0.4,0.05,1,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,3.0,0.0,0.04,0.03,0.0
9.0,233.07,6.0,150.58,3.0,82.49,4505,513,81,101000,0,1,0,0,4,2,2,4,4,4,1,7.5,6.5,3.5,2.5,0.4475,2,1,0,2.0,0.0,0.0,2.0,0.0,0.0,1.79,0.0,0.0,3.67,3.0,0.33,0.45,0.0
9.0,226.6,8.0,199.47,1.0,27.13,4506,944,37,93000,0,1,0,0,6,6,6,4,6,5,4,8.333333333333334,6.333333333333333,3.1666666666666665,3.1666666666666665,0.7883333333333334,1,3,1,1.0,3.0,1.0,1.0,3.0,1.0,0.45,2.28,1.0,4.0,2.33,0.32,0.24,0.0
13.0,38.87,12.0,36.45,1.0,2.42,4507,731,80,49000,1,0,0,0,5,4,2,5,5,5,3,9.0,8.8,2.6,0.8,0.37,1,2,0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6166666666666667,0.0,2.33,2.0,0.05,0.05,0.0
2.0,54.19,2.0,54.19,0.0,0.0,4508,267,65,99000,0,0,1,0,5,4,1,4,5,4,2,7.4,6.2,2.0,1.0,0.156,0,3,2,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.78,0.0,4.67,0.0,0.08,0.2,0.0
7.0,21.7,7.0,21.7,0.0,0.0,4509,90,26,41000,0,1,0,0,6,4,1,5,6,6,5,6.0,6.0,2.6666666666666665,0.5,0.11333333333333334,1,2,1,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.22666666666666668,0.0,2.67,0.0,0.03,0.24,0.0
3.0,24.59,2.0,18.49,1.0,6.1,4510,1087,42,44000,0,0,1,0,2,2,1,1,2,2,2,2.5,4.0,2.5,2.5,0.4,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,4.0,3.33,0.03,0.02,0.0
12.0,173.52,11.0,151.19,1.0,22.33,4511,199,71,65000,0,0,1,0,4,4,3,4,4,4,2,4.25,5.75,3.25,2.0,0.655,2,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.67,4.33,0.24,0.87,0.0
8.0,34.38,8.0,34.38,0.0,0.0,4512,99,57,70000,0,0,1,0,4,2,1,3,4,2,2,15.0,9.25,5.5,0.5,0.1625,1,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,1.33,0.0,0.05,0.35,0.0
2.0,6.19,2.0,6.19,0.0,0.0,4513,177,99,42000,1,0,0,0,5,5,0,4,5,4,3,8.0,7.4,1.8,0.0,0.0,0,2,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.01,0.03,0.0
8.0,611.02,8.0,611.02,0.0,0.0,4514,255,73,71000,0,1,0,0,4,4,3,2,4,4,3,9.25,7.0,6.25,3.75,0.5825,1,2,0,1.0,2.0,0.0,0.5,2.0,0.0,0.43,1.4700000000000002,0.0,2.33,0.0,0.86,2.4,0.01
16.0,47.45,16.0,47.45,0.0,0.0,4515,1300,70,65000,0,0,1,0,5,4,3,4,5,5,3,6.0,6.8,1.2,0.8,0.496,0,2,2,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.835,0.81,3.0,0.0,0.07,0.04,0.0
3.0,68.59,2.0,39.5,1.0,29.09,4516,805,65,86000,0,0,1,0,4,2,1,3,4,3,1,8.75,6.75,3.0,0.5,0.2225,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,0.0,4.33,5.0,0.1,0.09,0.0
16.0,288.92,15.0,272.79,1.0,16.13,4517,498,57,74000,0,1,0,0,4,3,3,4,4,4,2,8.0,7.75,3.0,2.5,0.7050000000000001,1,3,0,1.0,2.0,0.0,1.0,2.0,0.0,0.93,1.8900000000000001,0.0,2.0,2.33,0.4,0.58,0.0
10.0,235.48,10.0,235.48,0.0,0.0,4518,1065,77,94000,0,0,1,0,6,5,5,6,6,4,4,10.833333333333334,7.5,4.5,3.6666666666666665,0.5,1,2,0,1.0,1.5,0.0,1.0,1.5,0.0,0.5499999999999999,1.125,0.0,4.0,0.0,0.33,0.22,0.0
8.0,19.98,8.0,19.98,0.0,0.0,4519,339,48,42000,0,0,1,0,5,4,0,3,5,5,3,10.0,6.6,6.8,0.0,0.0,2,1,0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.06,0.0
5.0,74.33,4.0,54.2,1.0,20.13,4520,1658,61,65000,0,0,1,0,6,4,3,4,6,6,5,5.0,4.666666666666667,5.0,3.3333333333333335,0.2733333333333333,3,0,1,3.0,0.0,0.0,2.5,0.0,0.0,1.315,0.0,0.0,3.67,3.67,0.1,0.04,0.0
8.0,120.27,8.0,120.27,0.0,0.0,4521,945,60,59000,0,1,0,0,6,6,4,6,6,5,3,10.0,6.5,6.166666666666667,2.8333333333333335,0.5266666666666667,3,2,0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,1.1600000000000001,0.0,2.33,0.0,0.17,0.13,0.0
14.0,323.49,14.0,323.49,0.0,0.0,4522,287,57,88000,0,0,1,0,5,5,5,4,5,4,4,11.4,6.8,7.6,7.6,0.782,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,1.5,1.9100000000000001,0.0,4.0,0.0,0.45,1.13,0.0
1.0,0.54,0.0,0.0,1.0,0.54,4523,353,58,35000,1,0,0,0,4,4,0,4,4,4,1,6.25,7.75,4.25,0.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0
6.0,19.1,5.0,15.52,1.0,3.58,4524,58,66,70000,0,1,0,0,5,4,1,5,5,5,1,4.4,5.8,2.0,0.0,0.15,1,2,1,1.0,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.375,1.33,2.33,0.03,0.33,0.0
7.0,153.9,6.0,138.83,1.0,15.07,4525,608,66,74000,0,1,0,0,5,3,3,4,5,4,2,9.0,7.6,4.4,2.4,0.48,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.46,1.0,0.94,2.67,2.67,0.22,0.25,0.0
14.0,322.53,14.0,322.53,0.0,0.0,4526,476,56,82000,0,1,0,0,5,5,4,4,5,5,4,5.4,5.6,4.6,3.6,0.5780000000000001,2,1,1,2.0,1.0,1.0,1.5,1.0,1.0,0.99,0.89,0.81,2.33,0.0,0.45,0.68,0.0
14.0,61.16,11.0,48.78,3.0,12.38,4527,1655,78,64000,0,0,1,0,4,2,2,3,4,3,2,8.75,7.5,3.0,0.5,0.4675,1,2,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.95,0.92,3.0,1.67,0.09,0.04,0.0
8.0,19.95,8.0,19.95,0.0,0.0,4528,546,53,100000,1,0,0,0,5,5,1,3,5,4,4,9.4,7.4,4.0,0.4,0.044,1,3,1,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.22,0.0,2.67,0.0,0.03,0.04,0.0
6.0,138.22,4.0,94.63,2.0,43.59,4529,464,52,84000,0,1,0,0,4,2,1,4,4,4,2,8.75,6.0,6.75,2.5,0.25,2,1,0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,4.33,5.0,0.19,0.3,0.0
12.0,22.46,11.0,21.85,1.0,0.61,4530,346,45,58000,1,0,0,0,4,3,2,2,4,4,4,5.5,5.5,4.5,0.75,0.3675,2,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.64,0.83,2.0,2.0,0.03,0.06,0.0
14.0,33.14,13.0,29.65,1.0,3.49,4531,894,19,46000,0,0,1,0,5,4,1,5,5,4,3,10.4,6.8,6.6,0.6,0.022,2,2,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11,0.0,1.33,1.33,0.05,0.04,0.0
7.0,189.59,5.0,126.55,2.0,63.04,4532,1054,58,115000,0,0,1,0,4,2,1,2,4,4,3,4.25,5.25,3.25,0.75,0.24,1,1,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.96,0.0,4.67,3.0,0.27,0.18,0.0
17.0,263.65,16.0,244.31,1.0,19.34,4533,830,41,68000,0,0,1,0,4,3,1,3,4,3,2,11.25,8.5,5.5,2.5,0.25,2,2,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.67,2.33,0.37,0.32,0.0
10.0,204.99,9.0,192.7,1.0,12.29,4534,983,64,76000,0,1,0,0,5,4,3,3,5,5,3,3.0,4.6,3.0,3.0,0.54,2,0,2,2.0,0.0,1.5,2.0,0.0,1.0,1.95,0.0,0.75,4.33,1.67,0.29,0.21,0.0
14.0,255.16,14.0,255.16,0.0,0.0,4535,755,51,65000,0,0,1,0,6,6,6,3,6,6,4,3.6666666666666665,5.166666666666667,3.0,3.0,0.8116666666666666,2,1,2,2.0,1.0,2.0,2.0,1.0,2.0,1.8599999999999999,0.96,1.2149999999999999,3.33,0.0,0.36,0.34,0.0
9.0,191.35,8.0,173.93,1.0,17.42,4536,737,81,82000,0,1,0,0,4,4,3,4,4,4,2,8.0,6.5,5.0,2.5,0.6950000000000001,2,2,0,2.0,2.0,0.0,1.0,2.0,0.0,0.93,1.85,0.0,2.67,2.0,0.27,0.26,0.0
15.0,44.8,13.0,40.68,2.0,4.12,4537,235,88,56000,0,1,0,0,4,3,1,3,4,4,3,6.25,5.0,4.25,0.0,0.25,2,1,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.33,3.0,0.06,0.19,0.0
10.0,273.07,9.0,235.61,1.0,37.46,4538,727,67,99000,0,1,0,0,5,2,2,4,5,3,3,13.4,8.8,5.0,1.0,0.356,1,3,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.78,0.0,2.33,3.33,0.38,0.38,0.0
11.0,290.03,11.0,290.03,0.0,0.0,4539,882,74,102000,0,1,0,0,6,3,3,5,6,4,2,10.333333333333334,7.5,4.666666666666667,2.1666666666666665,0.4766666666666666,2,2,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.91,0.0,3.33,0.0,0.41,0.33,0.0
4.0,78.12,4.0,78.12,0.0,0.0,4540,194,74,80000,0,0,1,0,6,4,2,5,6,6,4,5.333333333333333,5.666666666666667,4.666666666666667,1.3333333333333333,0.09000000000000001,3,1,1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.54,0.0,2.33,0.0,0.11,0.4,0.0
10.0,190.35,10.0,190.35,0.0,0.0,4541,203,66,78000,0,1,0,0,4,4,4,4,4,4,2,7.5,7.25,3.5,3.5,0.99,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.96,0.0,3.33,0.0,0.27,0.94,0.0
11.0,244.61,10.0,223.09,1.0,21.52,4542,621,76,82000,0,1,0,0,5,4,4,5,5,5,2,5.0,6.0,1.8,1.8,0.554,1,2,1,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.77,0.5,2.67,4.67,0.34,0.39,0.0
5.0,47.81,3.0,30.2,2.0,17.61,4543,106,43,37000,0,0,1,0,2,2,2,1,2,2,2,7.5,6.0,7.5,7.5,0.43,2,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.86,0.0,0.0,2.0,2.33,0.07,0.45,0.0
5.0,94.92,2.0,35.61,3.0,59.31,4544,44,70,83000,0,0,1,0,4,2,1,1,4,4,4,4.25,5.0,3.25,2.5,0.08,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,4.0,4.0,0.13,2.16,0.0
7.0,160.41,6.0,140.35,1.0,20.06,4545,428,73,99000,0,1,0,0,4,3,3,3,4,4,3,6.25,6.0,6.25,5.0,0.665,3,0,0,2.0,0.0,0.0,2.0,0.0,0.0,1.81,0.0,0.0,3.0,4.33,0.22,0.37,0.0
13.0,126.19,5.0,49.77,8.0,76.42,4546,742,30,31000,0,1,0,0,2,1,1,2,2,2,0,0.0,4.0,0.0,0.0,0.28,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.28,4.0,4.33,0.18,0.17,0.0
17.0,62.78,17.0,62.78,0.0,0.0,4547,1517,83,60000,0,1,0,0,6,3,1,4,6,5,3,9.166666666666666,6.5,5.333333333333333,0.0,0.125,3,2,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,3.0,0.0,0.09,0.04,0.0
6.0,16.48,4.0,9.4,2.0,7.08,4548,304,49,73000,0,0,1,0,3,0,0,3,3,2,0,6.666666666666667,6.0,1.6666666666666667,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.02,0.05,0.0
17.0,44.32,16.0,43.51,1.0,0.81,4549,1685,68,38000,0,0,1,0,4,4,0,0,4,4,4,10.0,7.0,10.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.33,0.06,0.03,0.0
13.0,33.16,12.0,26.22,1.0,6.94,4550,1183,28,66000,0,1,0,0,6,4,2,5,6,6,3,6.5,6.5,3.8333333333333335,0.8333333333333334,0.12,2,2,1,1.0,2.0,0.0,0.0,1.5,0.0,0.0,0.63,0.0,1.33,2.67,0.05,0.03,0.0
3.0,6.13,2.0,4.72,1.0,1.41,4551,734,59,33000,0,0,1,0,3,1,0,2,3,3,1,5.0,6.0,5.0,0.0,0.0,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,0.01,0.01,0.0
17.0,482.07,16.0,460.25,1.0,21.82,4552,343,58,117000,0,1,0,0,5,3,2,5,5,5,3,8.0,7.2,3.2,2.4,0.4,1,2,1,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,4.0,2.67,0.68,1.41,0.0
7.0,72.29,7.0,72.29,0.0,0.0,4553,358,38,39000,0,0,1,0,5,2,2,5,5,3,2,11.4,7.8,4.6,1.6,0.358,2,2,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.79,0.0,1.67,0.0,0.1,0.2,0.0
4.0,95.93,4.0,95.93,0.0,0.0,4554,543,52,72000,0,0,1,0,4,3,2,4,4,3,1,8.0,7.0,3.25,0.75,0.40249999999999997,1,2,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.61,1.0,4.67,0.0,0.13,0.18,0.0
4.0,87.97,4.0,87.97,0.0,0.0,4555,32,60,81000,0,0,1,0,5,5,3,5,5,5,4,7.8,7.2,3.0,2.0,0.312,1,3,0,1.0,3.0,0.0,1.0,1.5,0.0,0.2,1.145,0.0,2.0,0.0,0.12,2.75,0.0
17.0,39.25,16.0,37.62,1.0,1.63,4556,990,75,31000,0,1,0,0,4,4,0,1,4,4,4,7.5,6.75,5.5,0.0,0.0,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.33,0.05,0.04,0.0
2.0,41.32,2.0,41.32,0.0,0.0,4557,20,39,98000,0,0,1,0,5,5,1,3,5,5,4,5.0,5.8,3.4,0.4,0.18,2,1,2,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.9,0.0,4.0,0.0,0.06,2.07,0.0
19.0,63.46,18.0,63.13,1.0,0.33,4558,635,97,41000,0,1,0,0,6,4,2,4,6,4,2,10.833333333333334,7.333333333333333,4.5,1.6666666666666667,0.09166666666666667,2,2,1,2.0,1.0,0.0,1.0,0.5,0.0,0.07,0.24,0.0,1.33,1.67,0.09,0.1,0.0
6.0,10.16,4.0,7.56,2.0,2.6,4559,302,70,32000,0,0,1,0,5,4,1,4,5,5,2,4.0,5.2,4.0,0.0,0.184,2,0,2,1.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.92,3.33,2.67,0.01,0.03,0.0
6.0,74.27,6.0,74.27,0.0,0.0,4560,958,43,55000,0,1,0,0,5,5,3,3,5,5,3,8.0,7.6,6.4,3.4,0.434,2,1,0,2.0,1.0,0.0,1.0,1.0,0.0,0.8,0.57,0.0,3.0,0.0,0.1,0.08,0.0
1.0,42.64,1.0,42.64,0.0,0.0,4561,181,65,88000,0,0,1,0,6,5,2,5,6,5,3,9.166666666666666,7.166666666666667,4.0,1.1666666666666667,0.03333333333333333,2,3,1,2.0,3.0,0.0,1.0,1.0,0.0,0.05,0.15,0.0,5.0,0.0,0.06,0.24,0.0
4.0,53.28,3.0,38.82,1.0,14.46,4562,617,25,64000,0,1,0,0,3,0,0,3,3,2,0,8.333333333333334,7.0,3.3333333333333335,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,4.33,0.07,0.09,0.0
3.0,66.61,1.0,16.78,2.0,49.83,4563,242,91,71000,0,1,0,0,4,4,2,4,4,4,3,10.0,5.5,8.0,3.0,0.385,1,1,0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.54,0.0,4.0,4.0,0.09,0.28,0.0
16.0,131.07,15.0,116.22,1.0,14.85,4564,536,20,35000,0,1,0,0,4,3,1,2,4,4,2,8.75,7.0,6.75,0.5,0.2225,2,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,1.67,3.33,0.18,0.24,0.0
9.0,92.07,6.0,67.1,3.0,24.97,4565,832,56,42000,0,1,0,0,3,2,2,3,3,3,2,9.0,8.0,2.3333333333333335,1.6666666666666667,0.6366666666666666,0,3,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.91,0.0,3.33,4.0,0.13,0.11,0.0
2.0,39.68,2.0,39.68,0.0,0.0,4566,1179,68,79000,0,0,1,0,3,3,2,3,3,3,1,5.0,5.333333333333333,5.0,5.0,0.5766666666666667,2,0,1,2.0,0.0,1.0,2.0,0.0,0.0,1.73,0.0,0.0,4.67,0.0,0.06,0.03,0.0
