txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income,cluster
5.0,127.89,2.0,44.92,3.0,82.97,111,77,86000,0,0,1,0,5,4,0,5,5,5,3,9.0,7.8,2.6,0.0,0.0,1,2,0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,2.33,0.18,1.15,0.0,5
6.0,136.59,5.0,111.39,1.0,25.2,274,79,91000,0,1,0,0,5,4,3,4,5,5,4,4.4,5.4,3.6,1.6,0.492,2,1,1,1.0,1.0,1.0,0.5,1.0,1.0,0.35,0.93,0.83,3.33,4.33,0.19,0.5,0.0,2
13.0,30.96,13.0,30.96,0.0,0.0,1170,41,41000,0,0,1,0,6,4,2,5,6,5,2,6.166666666666667,6.0,3.0,0.5,0.2266666666666666,1,2,1,1.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.86,0.1666666666666666,1.0,0.0,0.04,0.03,0.0,5
7.0,170.77,7.0,170.77,0.0,0.0,891,60,78000,0,1,0,0,6,5,4,5,6,5,4,8.333333333333334,6.833333333333333,4.5,3.6666666666666665,0.475,2,2,1,2.0,1.0,1.0,2.0,1.0,0.0,1.2,0.95,0.0,2.67,0.0,0.24,0.19,0.0,4
11.0,137.43,8.0,99.36,3.0,38.07,246,54,47000,0,1,0,0,6,5,3,4,6,5,5,7.5,6.0,3.6666666666666665,1.6666666666666667,0.3,2,2,1,2.0,1.0,1.0,1.0,0.0,1.0,0.55,0.0,0.625,2.33,2.33,0.19,0.56,0.0,2
8.0,166.59,4.0,94.84,4.0,71.75,1041,63,89000,0,0,0,1,2,2,2,1,2,2,1,7.5,7.0,7.5,7.5,0.835,2,0,0,2.0,0.0,0.0,2.0,0.0,0.0,1.67,0.0,0.0,4.33,4.67,0.23,0.16,0.0,4
2.0,31.89,2.0,31.89,0.0,0.0,104,73,76000,0,0,1,0,5,5,1,5,5,4,1,7.0,7.0,2.4,1.0,0.15,1,2,1,1.0,2.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,2.33,0.0,0.04,0.31,0.0,5
3.0,62.73,3.0,62.73,0.0,0.0,166,47,77000,0,0,1,0,6,5,1,4,6,5,3,10.333333333333334,7.5,5.833333333333333,0.5,0.09,2,3,0,1.5,3.0,0.0,0.0,1.0,0.0,0.0,0.54,0.0,4.67,0.0,0.09,0.38,0.0,5
5.0,88.76,3.0,42.19,2.0,46.57,847,84,82000,0,0,1,0,2,2,2,0,2,2,2,5.0,5.0,5.0,5.0,0.665,1,0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.33,4.33,2.33,0.12,0.1,0.0,0
1.0,6.1,1.0,6.1,0.0,0.0,96,22,97000,1,0,0,0,3,2,0,0,3,3,3,3.333333333333333,4.333333333333333,3.333333333333333,0.0,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.01,0.06,0.0,0
12.0,27.77,12.0,27.77,0.0,0.0,329,20,56000,0,0,1,0,6,5,3,4,6,6,4,5.0,5.5,3.6666666666666665,0.3333333333333333,0.25,2,1,2,2.0,1.0,1.5,0.0,1.0,1.5,0.0,0.25,1.0,1.0,0.0,0.04,0.08,0.0,2
17.0,41.45,17.0,41.45,0.0,0.0,1286,24,35000,0,1,0,0,6,4,1,3,6,6,5,6.666666666666667,5.666666666666667,6.666666666666667,0.0,0.1533333333333333,4,0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.92,2.33,0.0,0.06,0.03,0.0,2
5.0,96.07,5.0,96.07,0.0,0.0,504,58,71000,0,1,0,0,4,4,3,3,4,4,2,4.25,5.25,1.25,0.75,0.61,0,2,2,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.86,1.58,4.0,0.0,0.13,0.19,0.0,2
5.0,18.31,5.0,18.31,0.0,0.0,302,35,40000,0,0,1,0,6,1,1,6,6,5,1,6.166666666666667,6.5,3.0,0.5,0.155,1,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.93,0.0,3.0,0.0,0.03,0.06,0.0,5
8.0,14.49,7.0,11.81,1.0,2.68,361,74,52000,1,0,0,0,4,3,0,3,4,4,3,7.5,5.0,5.5,0.0,0.0,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3.0,0.02,0.04,0.0,5
3.0,11.18,3.0,11.18,0.0,0.0,355,57,33000,0,0,1,0,6,3,1,4,6,4,3,11.666666666666666,7.0,5.333333333333333,0.0,0.0283333333333333,2,2,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,3.33,0.0,0.02,0.03,0.0,5
17.0,49.17,17.0,49.17,0.0,0.0,1204,87,55000,0,0,1,0,6,2,1,5,6,5,3,9.166666666666666,7.0,4.0,0.3333333333333333,0.1033333333333333,2,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,1.33,0.0,0.07,0.04,0.0,3
6.0,137.35,6.0,137.35,0.0,0.0,1178,86,84000,0,1,0,0,6,4,4,6,6,5,4,8.666666666666666,7.333333333333333,4.166666666666667,2.5,0.3933333333333333,2,3,0,1.5,2.0,0.0,1.5,2.0,0.0,1.185,0.95,0.0,3.0,0.0,0.19,0.12,0.0,3
4.0,98.34,3.0,77.42,1.0,20.92,191,57,100000,0,1,0,0,5,3,1,1,5,5,4,4.0,4.8,4.0,2.0,0.136,1,0,2,1.0,0.0,0.5,0.5,0.0,0.0,0.34,0.0,0.0,4.67,3.0,0.14,0.51,0.0,0
5.0,143.43,4.0,107.08,1.0,36.35,278,61,112000,0,0,1,0,5,3,3,5,5,4,1,10.0,7.2,5.4,4.0,0.4,2,2,0,2.0,0.0,0.0,2.0,0.0,0.0,1.375,0.0,0.0,4.0,4.0,0.2,0.52,0.0,4
7.0,15.95,5.0,12.66,2.0,3.29,279,25,53000,0,0,1,0,3,2,1,2,3,2,2,10.0,7.666666666666667,2.333333333333333,0.6666666666666666,0.1333333333333333,0,2,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0,3.0,2.0,0.02,0.06,0.0,0
24.0,46.98,23.0,45.65,1.0,1.33,1171,38,31000,0,0,1,0,4,3,2,4,4,2,1,12.5,8.0,5.0,2.5,0.2724999999999999,2,1,0,2.0,0.5,0.0,2.0,0.0,0.0,1.09,0.0,0.0,2.0,2.33,0.07,0.04,0.0,4
7.0,77.21,4.0,42.63,3.0,34.58,1337,94,50000,0,0,1,0,4,4,3,3,4,4,2,6.25,6.75,2.25,1.75,0.5325,1,2,1,1.0,2.0,1.0,1.0,1.0,1.0,0.57,0.64,0.92,4.0,2.67,0.11,0.06,0.0,2
13.0,198.12,13.0,198.12,0.0,0.0,958,59,61000,0,0,1,0,5,5,4,4,5,5,4,8.0,6.2,6.4,4.4,0.678,2,1,1,2.0,1.0,1.0,1.0,1.0,1.0,0.9,0.65,0.94,2.33,0.0,0.28,0.21,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,208,49,73000,0,1,0,0,5,4,0,3,5,5,3,7.0,6.8,3.8,0.0,0.0,2,2,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
3.0,46.66,3.0,46.66,0.0,0.0,773,61,72000,0,1,0,0,3,2,2,3,3,2,2,12.333333333333334,7.333333333333333,6.0,4.333333333333333,0.2866666666666667,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.65,0.21,0.0,4.33,0.0,0.07,0.06,0.0,0
14.0,39.72,13.0,37.79,1.0,1.93,452,56,76000,1,0,0,0,5,4,1,4,5,5,3,6.0,5.6,6.0,1.0,0.13,4,0,1,4.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,1.67,3.0,0.06,0.09,0.0,5
6.0,34.03,5.0,23.96,1.0,10.07,268,31,64000,0,0,1,0,3,2,1,3,3,2,1,11.666666666666666,9.0,4.0,1.6666666666666667,0.1433333333333333,1,2,0,1.0,1.0,0.0,1.0,0.0,0.0,0.43,0.0,0.0,2.33,2.33,0.05,0.13,0.0,0
5.0,77.19,4.0,55.83,1.0,21.36,267,75,53000,0,1,0,0,5,5,2,3,5,5,5,8.4,6.2,7.6,3.0,0.16,3,1,0,3.0,1.0,0.0,1.5,0.0,0.0,0.55,0.0,0.0,3.67,4.0,0.11,0.29,0.0,4
3.0,6.22,3.0,6.22,0.0,0.0,220,71,52000,1,0,0,0,5,5,2,2,5,3,3,10.0,6.6,4.0,0.0,0.066,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.165,2.67,0.0,0.01,0.03,0.0,5
16.0,39.51,14.0,34.77,2.0,4.74,1083,80,57000,1,0,0,0,4,3,2,3,4,3,2,11.75,7.75,5.0,1.25,0.16,1,3,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.64,0.0,2.67,1.33,0.06,0.04,0.0,3
4.0,15.73,4.0,15.73,0.0,0.0,113,51,65000,0,0,1,0,4,3,1,4,4,4,3,8.0,7.25,3.0,1.25,0.15,1,3,0,1.0,2.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,1.33,0.0,0.02,0.14,0.0,5
9.0,189.1,8.0,156.89,1.0,32.21,238,68,74000,0,0,1,0,4,4,3,3,4,4,4,8.75,8.0,4.75,3.5,0.71,2,1,0,2.0,1.0,0.0,1.0,1.0,0.0,0.96,0.94,0.0,2.67,4.0,0.26,0.79,0.0,4
3.0,15.4,2.0,12.69,1.0,2.71,64,86,71000,0,0,1,0,5,2,2,5,5,4,2,9.0,8.2,2.8,0.8,0.284,1,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,4.0,1.33,0.02,0.24,0.0,5
6.0,169.6,5.0,151.32,1.0,18.28,20,62,117000,0,1,0,0,4,2,1,3,4,4,2,6.25,6.75,2.25,0.5,0.245,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98,0.0,2.67,2.0,0.24,8.48,0.0,0
4.0,26.59,3.0,14.64,1.0,11.95,30,61,64000,0,0,1,0,3,2,0,3,3,3,2,8.333333333333334,5.666666666666667,8.333333333333334,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,3.33,0.04,0.89,0.0,0
2.0,3.44,2.0,3.44,0.0,0.0,5,54,84000,1,0,0,0,6,6,0,5,6,6,5,4.166666666666667,5.333333333333333,2.833333333333333,0.0,0.0,1,1,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.69,0.0,5
8.0,27.57,7.0,26.57,1.0,1.0,30,63,57000,0,1,0,0,3,2,1,2,3,3,2,5.666666666666667,6.0,4.333333333333333,1.0,0.1666666666666666,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,2.0,2.67,0.04,0.92,0.0,0
13.0,152.89,13.0,152.89,0.0,0.0,235,26,52000,0,1,0,0,6,4,3,5,6,6,2,2.5,5.333333333333333,1.1666666666666667,1.1666666666666667,0.4399999999999999,1,1,2,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.95,0.2299999999999999,2.0,0.0,0.21,0.65,0.0,2
10.0,207.46,9.0,183.65,1.0,23.81,998,50,77000,0,1,0,0,4,4,4,4,4,4,2,4.75,6.25,2.75,2.75,0.6900000000000001,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.8200000000000001,0.19,3.67,3.33,0.29,0.21,0.0,2
7.0,129.8,7.0,129.8,0.0,0.0,328,22,46000,1,0,0,0,4,4,2,3,4,4,4,4.75,5.5,2.75,0.75,0.365,1,1,1,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.48,0.5,3.33,0.0,0.18,0.4,0.0,2
12.0,342.16,8.0,217.81,4.0,124.35,397,45,93000,0,1,0,0,3,3,2,3,3,3,3,8.0,6.333333333333333,5.333333333333333,2.0,0.6666666666666666,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.67,4.33,0.48,0.86,0.0,0
10.0,152.86,10.0,152.86,0.0,0.0,894,88,64000,0,1,0,0,4,4,4,3,4,3,3,9.25,7.5,2.5,2.5,0.8125,0,3,1,0.0,3.0,1.0,0.0,3.0,1.0,0.0,2.67,0.58,2.33,0.0,0.21,0.17,0.0,3
4.0,77.99,3.0,62.55,1.0,15.44,322,50,92000,0,1,0,0,2,1,1,1,2,2,2,5.0,6.5,1.0,1.0,0.375,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,4.33,4.67,0.11,0.24,0.0,0
15.0,370.27,12.0,270.49,3.0,99.78,321,65,119000,0,1,0,0,5,5,5,4,5,5,5,7.0,6.6,3.8,3.8,0.6119999999999999,2,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1.3,0.84,0.08,4.33,4.33,0.52,1.15,0.0,4
8.0,6.93,8.0,6.93,0.0,0.0,1094,65,72000,1,0,0,0,4,4,2,4,4,4,0,2.5,5.5,2.5,0.0,0.2025,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.405,2.67,0.0,0.01,0.01,0.0,2
10.0,211.66,10.0,211.66,0.0,0.0,375,55,76000,0,0,1,0,6,4,3,5,6,5,4,11.666666666666666,7.333333333333333,6.5,3.6666666666666665,0.3583333333333334,2,3,0,2.0,1.0,0.0,1.0,1.0,0.0,0.675,0.8,0.0,2.67,0.0,0.3,0.56,0.0,3
9.0,220.38,9.0,220.38,0.0,0.0,842,71,95000,0,0,1,0,6,5,3,3,6,4,3,8.333333333333334,6.166666666666667,3.333333333333333,2.5,0.3833333333333333,1,1,2,1.0,0.5,2.0,1.0,0.5,0.5,0.57,0.45,0.415,4.0,0.0,0.31,0.26,0.0,2
13.0,115.3,9.0,77.47,4.0,37.83,1036,34,46000,0,1,0,0,3,3,2,1,3,3,3,3.333333333333333,5.333333333333333,0.6666666666666666,0.6666666666666666,0.4333333333333333,0,1,1,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.72,0.29,2.33,3.67,0.16,0.11,0.0,0
1.0,5.28,1.0,5.28,0.0,0.0,336,81,65000,0,0,1,0,4,3,1,4,4,4,3,6.25,7.25,2.25,1.25,0.0625,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,3.33,0.0,0.01,0.02,0.0,5
1.0,6.32,1.0,6.32,0.0,0.0,50,70,40000,1,0,0,0,3,2,0,2,3,2,1,10.0,6.666666666666667,2.333333333333333,0.0,0.0,0,2,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.01,0.13,0.0,0
4.0,119.43,4.0,119.43,0.0,0.0,1800,65,98000,0,1,0,0,6,4,1,6,6,5,2,9.166666666666666,6.333333333333333,4.0,0.8333333333333334,0.1416666666666666,2,2,1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.85,0.0,2.67,0.0,0.17,0.07,0.0,3
10.0,165.68,10.0,165.68,0.0,0.0,782,74,95000,1,0,0,0,6,5,2,4,6,6,6,6.666666666666667,6.666666666666667,4.0,0.3333333333333333,0.29,2,1,1,1.5,1.0,1.0,0.0,0.5,1.0,0.0,0.41,0.92,4.0,0.0,0.23,0.21,0.0,2
10.0,23.74,9.0,20.35,1.0,3.39,673,30,67000,1,0,0,0,6,4,2,5,6,6,3,5.833333333333333,6.166666666666667,3.1666666666666665,0.3333333333333333,0.14,2,2,1,2.0,1.0,0.5,0.0,1.0,0.5,0.0,0.65,0.095,2.33,1.67,0.03,0.04,0.0,5
1.0,12.65,1.0,12.65,0.0,0.0,123,63,62000,0,1,0,0,4,4,1,4,4,4,2,7.5,6.0,3.5,1.25,0.25,1,1,0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,4.33,0.0,0.02,0.1,0.0,5
6.0,99.88,5.0,88.33,1.0,11.55,791,73,58000,0,0,1,0,5,5,4,5,5,4,2,9.0,8.2,2.8,2.8,0.626,1,2,1,1.0,2.0,1.0,1.0,2.0,0.0,0.46,1.76,0.0,3.67,2.0,0.14,0.13,0.0,3
2.0,58.75,2.0,58.75,0.0,0.0,183,84,77000,0,1,0,0,4,2,1,4,4,3,2,11.25,9.25,3.5,0.5,0.1125,1,2,0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.225,0.0,4.67,0.0,0.08,0.32,0.0,0
10.0,18.2,7.0,14.62,3.0,3.58,333,56,52000,1,0,0,0,3,3,0,3,3,3,2,8.333333333333334,5.666666666666667,5.666666666666667,0.0,0.0,2,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.03,0.05,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,44,55,62000,0,1,0,0,6,6,0,6,6,4,2,10.666666666666666,7.5,3.0,0.0,0.0,0,3,1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
10.0,232.58,10.0,232.58,0.0,0.0,306,63,70000,0,0,1,0,5,2,2,5,5,3,2,11.4,7.8,4.6,1.6,0.278,2,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.85,0.54,0.0,3.33,0.0,0.33,0.76,0.0,3
10.0,142.22,5.0,75.27,5.0,66.95,102,24,51000,0,1,0,0,2,1,1,2,2,1,1,15.0,10.0,3.5,1.0,0.425,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.85,0.0,1.67,3.67,0.2,1.39,0.0,0
8.0,37.12,5.0,27.52,3.0,9.6,1823,36,74000,0,0,1,0,2,1,1,2,2,2,1,3.5,5.5,1.5,1.5,0.41,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,1.33,2.0,0.05,0.02,0.0,0
6.0,117.29,2.0,49.27,4.0,68.02,780,56,69000,0,0,1,0,3,3,1,2,3,3,1,5.0,6.0,5.0,1.6666666666666667,0.31,2,0,1,2.0,0.0,1.0,1.0,0.0,0.0,0.93,0.0,0.0,4.67,3.67,0.16,0.15,0.0,0
3.0,108.74,3.0,108.74,0.0,0.0,451,65,119000,0,1,0,0,4,4,2,4,4,4,3,7.5,6.0,5.5,2.5,0.4375,1,1,1,1.0,1.0,1.0,0.5,0.0,1.0,0.375,0.0,1.0,3.67,0.0,0.15,0.24,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,34,75,75000,0,0,1,0,1,1,0,1,1,1,1,5.0,5.0,5.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,267.97,9.0,236.19,1.0,31.78,737,71,114000,0,0,1,0,4,3,3,3,4,3,2,10.5,7.75,5.75,4.5,0.6775,2,2,0,2.0,1.0,0.0,2.0,1.0,0.0,1.75,0.96,0.0,2.33,2.33,0.38,0.36,0.0,4
5.0,93.85,5.0,93.85,0.0,0.0,215,71,118000,0,0,1,0,5,4,2,3,5,5,4,8.0,6.2,8.0,3.0,0.21,4,0,0,3.0,0.0,0.0,2.0,0.0,0.0,1.05,0.0,0.0,2.0,0.0,0.13,0.44,0.0,4
14.0,36.69,13.0,32.96,1.0,3.73,458,61,39000,0,0,1,0,5,3,2,4,5,5,3,9.4,7.6,3.8,1.0,0.3219999999999999,1,3,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.61,0.0,3.0,2.67,0.05,0.08,0.0,3
4.0,109.89,1.0,35.6,3.0,74.29,133,73,88000,0,0,0,1,3,3,0,3,3,3,0,5.0,6.0,2.333333333333333,0.0,0.0,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,4.0,0.15,0.83,0.0,0
5.0,93.23,3.0,63.21,2.0,30.02,128,19,73000,0,0,1,0,3,2,2,2,3,3,1,3.333333333333333,5.0,3.333333333333333,3.333333333333333,0.4866666666666666,1,0,1,1.0,0.0,0.5,1.0,0.0,0.5,0.71,0.0,0.375,4.33,4.33,0.13,0.73,0.0,0
5.0,38.68,4.0,30.18,1.0,8.5,368,64,34000,0,1,0,0,4,1,1,4,4,4,1,7.5,6.5,3.5,1.25,0.25,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.67,2.67,0.05,0.11,0.0,0
6.0,193.6,6.0,193.6,0.0,0.0,280,66,112000,0,1,0,0,5,2,2,4,5,3,2,12.0,8.2,4.4,2.4,0.262,1,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.93,0.38,0.0,3.33,0.0,0.27,0.69,0.0,3
3.0,51.14,3.0,51.14,0.0,0.0,153,37,59000,0,0,1,0,5,5,2,5,5,5,0,4.0,5.8,2.4,0.4,0.316,1,1,1,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.96,0.31,4.33,0.0,0.07,0.33,0.0,2
11.0,126.13,10.0,119.5,1.0,6.63,584,22,49000,0,0,1,0,5,2,2,5,5,5,2,3.8,5.8,2.2,1.2,0.284,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,3.67,2.67,0.18,0.22,0.0,3
4.0,96.01,1.0,20.97,3.0,75.04,8,54,96000,0,1,0,0,3,3,1,0,3,3,3,6.666666666666667,5.666666666666667,6.666666666666667,3.333333333333333,0.0966666666666666,1,0,1,1.0,0.0,1.0,0.5,0.0,0.0,0.145,0.0,0.0,4.67,4.0,0.13,12.0,0.0,0
2.0,43.21,1.0,19.95,1.0,23.26,203,62,73000,0,0,1,0,4,3,0,2,4,3,2,7.5,6.0,3.75,0.0,0.0,1,1,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,4.33,0.06,0.21,0.0,0
11.0,221.95,10.0,207.55,1.0,14.4,202,50,75000,0,1,0,0,4,3,3,3,4,4,3,5.5,6.75,2.5,1.25,0.6625,1,2,1,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.9,0.75,4.0,2.0,0.31,1.1,0.0,3
6.0,114.72,5.0,96.57,1.0,18.15,366,80,87000,0,1,0,0,5,3,3,5,5,4,3,10.4,7.8,3.4,2.0,0.512,1,4,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.56,0.0,2.33,2.0,0.16,0.31,0.0,3
4.0,99.17,3.0,79.21,1.0,19.96,1038,55,112000,0,0,1,0,5,3,2,5,5,5,2,4.0,5.6,4.0,2.0,0.3259999999999999,2,0,1,1.5,0.0,0.0,1.0,0.0,0.0,0.815,0.0,0.0,5.0,3.33,0.14,0.1,0.0,4
22.0,79.29,22.0,79.29,0.0,0.0,511,40,50000,0,0,1,0,6,5,5,6,6,6,5,5.666666666666667,6.333333333333333,3.0,3.0,0.6849999999999999,1,2,1,1.0,2.0,0.0,1.0,2.0,0.0,0.775,1.7400000000000002,0.0,1.33,0.0,0.11,0.16,0.0,3
19.0,287.3,17.0,249.35,2.0,37.95,952,43,52000,0,0,1,0,6,6,6,3,6,6,4,5.0,5.666666666666667,2.333333333333333,2.333333333333333,0.8966666666666666,1,2,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.69,1.815,1.67,2.33,0.4,0.3,0.01,2
14.0,561.97,11.0,167.49,3.0,394.48,537,61,53000,0,0,1,0,4,4,4,3,4,4,4,8.0,7.25,5.0,5.0,0.7775000000000001,2,2,0,2.0,2.0,0.0,2.0,2.0,0.0,1.58,1.53,0.0,3.67,2.67,0.79,1.05,0.01,1
19.0,192.1,16.0,160.7,3.0,31.4,422,32,43000,0,1,0,0,5,3,2,4,5,5,3,4.0,5.8,2.4,0.4,0.35,2,1,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.92,0.83,1.67,2.67,0.27,0.46,0.0,2
3.0,9.8,2.0,3.91,1.0,5.89,1033,56,74000,1,0,0,0,4,3,0,3,4,4,2,7.5,6.5,5.5,0.0,0.0,3,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,0.01,0.01,0.0,5
18.0,153.65,18.0,153.65,0.0,0.0,327,68,32000,0,1,0,0,5,5,4,4,5,5,4,6.8,6.6,5.2,4.2,0.718,3,1,0,3.0,1.0,0.0,2.0,1.0,0.0,1.66,0.965,0.0,1.67,0.0,0.22,0.47,0.0,4
3.0,94.16,2.0,56.5,1.0,37.66,340,66,104000,0,1,0,0,3,1,1,2,3,3,1,6.666666666666667,5.666666666666667,1.3333333333333333,0.0,0.2766666666666666,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.83,4.67,3.67,0.13,0.28,0.0,0
4.0,13.95,3.0,7.49,1.0,6.46,213,36,35000,0,0,1,0,6,5,1,6,6,5,5,9.5,7.0,5.0,0.5,0.0766666666666666,2,3,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,3.67,2.67,0.02,0.07,0.0,5
5.0,77.77,5.0,77.77,0.0,0.0,281,38,60000,0,0,1,0,4,4,4,3,4,3,2,10.0,6.25,4.25,4.25,0.7,1,2,1,1.0,2.0,1.0,1.0,2.0,1.0,0.75,1.13,0.92,3.0,0.0,0.11,0.28,0.0,3
7.0,90.2,6.0,65.45,1.0,24.75,1095,80,54000,0,1,0,0,4,2,2,4,4,4,2,6.25,6.0,4.25,2.5,0.5,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.33,4.33,0.13,0.08,0.0,0
15.0,244.78,13.0,218.47,2.0,26.31,185,82,68000,0,1,0,0,4,4,4,3,4,4,4,6.0,6.75,2.0,2.0,0.9025,0,2,1,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.805,1.0,3.0,2.67,0.34,1.32,0.0,3
11.0,201.45,10.0,175.57,1.0,25.88,1004,45,74000,0,0,1,0,5,4,4,4,5,4,2,8.0,5.8,3.4,3.4,0.592,1,2,2,1.0,2.0,1.0,1.0,2.0,1.0,0.9,1.25,0.81,3.0,3.33,0.28,0.2,0.0,2
14.0,51.6,11.0,36.56,3.0,15.04,274,89,63000,0,0,1,0,3,2,1,2,3,3,2,9.0,7.0,5.0,1.0,0.3333333333333333,1,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.33,3.67,0.07,0.19,0.0,0
2.0,46.0,2.0,46.0,0.0,0.0,232,45,94000,0,1,0,0,5,5,2,4,5,5,2,3.4,5.0,1.0,0.4,0.08,0,2,2,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.07,0.33,5.0,0.0,0.06,0.2,0.0,2
5.0,10.22,5.0,10.22,0.0,0.0,113,59,35000,0,0,1,0,5,4,0,4,5,4,3,11.0,8.8,4.8,0.0,0.0,2,2,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.01,0.09,0.0,5
6.0,68.88,3.0,31.47,3.0,37.41,127,22,44000,0,0,1,0,3,2,2,2,3,3,1,3.333333333333333,4.666666666666667,0.6666666666666666,0.0,0.34,0,1,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.02,4.0,4.33,0.1,0.54,0.0,2
